"","cycle","state","state_abb","party","vote_share","total_votes","election_day","incumbant_party","winning_party","state_winner","run_date"
"230",1980,"Massachusetts","MA","rep",0.419014773641193,1057631,"1980-11-04","dem","rep","rep",2021-01-11
"231",1980,"Massachusetts","MA","other",0.162580573592859,410367.999999999,"1980-11-04","dem","rep","rep",2021-01-11
"232",1980,"Michigan","MI","dem",0.424974135009496,1661532,"1980-11-04","dem","rep","rep",2021-01-11
"233",1980,"Michigan","MI","rep",0.489861818925884,1915225,"1980-11-04","dem","rep","rep",2021-01-11
"234",1980,"Michigan","MI","other",0.0849195275882575,332012,"1980-11-04","dem","rep","rep",2021-01-11
"235",1980,"Minnesota","MN","dem",0.465015624421273,954173.000000001,"1980-11-04","dem","rep","dem",2021-01-11
"236",1980,"Minnesota","MN","rep",0.425586622454331,873268.000000001,"1980-11-04","dem","rep","dem",2021-01-11
"237",1980,"Minnesota","MN","other",0.109260807947304,224194,"1980-11-04","dem","rep","dem",2021-01-11
"238",1980,"Mississippi","MS","dem",0.481391645640594,429281,"1980-11-04","dem","rep","rep",2021-01-11
"239",1980,"Mississippi","MS","rep",0.494633024950939,441089,"1980-11-04","dem","rep","rep",2021-01-11
"240",1980,"Mississippi","MS","other",0.0239753294084665,21380,"1980-11-04","dem","rep","rep",2021-01-11
"241",1980,"Missouri","MO","dem",0.443457165933907,931182,"1980-11-04","dem","rep","rep",2021-01-11
"242",1980,"Missouri","MO","rep",0.511557635306578,1074181,"1980-11-04","dem","rep","rep",2021-01-11
"243",1980,"Missouri","MO","other",0.0446975556046602,93857,"1980-11-04","dem","rep","rep",2021-01-11
"244",1980,"Montana","MT","dem",0.324306501956302,118032,"1980-11-04","dem","rep","rep",2021-01-11
"245",1980,"Montana","MT","rep",0.568245263111619,206814,"1980-11-04","dem","rep","rep",2021-01-11
"246",1980,"Montana","MT","other",0.107448234932079,39106,"1980-11-04","dem","rep","rep",2021-01-11
"247",1980,"Nebraska","NE","dem",0.260227384669751,166424,"1980-11-04","dem","rep","rep",2021-01-11
"248",1980,"Nebraska","NE","rep",0.655500185291455,419214,"1980-11-04","dem","rep","rep",2021-01-11
"249",1980,"Nebraska","NE","other",0.0842724300387939,53895,"1980-11-04","dem","rep","rep",2021-01-11
"250",1980,"Nevada","NV","dem",0.273566633291204,66666.0000000001,"1980-11-04","dem","rep","rep",2021-01-11
"251",1980,"Nevada","NV","rep",0.636118543078969,155017,"1980-11-04","dem","rep","rep",2021-01-11
